Title,Seasons,Episodes,Country,Premiere Year,Final Year,Original Channel,Channel2,Channel3,Channel4,Channel5,
Team Galaxy,,52,"Canada, France, Italy",2006,2007,YTV,,,,,
Team Umizoomi,4,78,United States,2010,2015,Nick Jr.,,,,,
Team Zenko Go,2,22,United States,2022,Present,Netflix,,,,,
Teamo Supremo,3,39,United States,2002,2004,Toon Disney,,,,,
Tear Along the Dotted Line,1,6,Italy,2021,Present,Netflix,,,,,
Teddy Trucks,1,13,UK,1994,1994,BBC,Sky One,,,,
Teen Titans,5,65,United States,2003,2006,Cartoon Network,,,,,
Teen Titans Go!,6,294,United States,2013,Present,Cartoon Network,,,,,
Teenage Euthanasia,1,7,United States,2021,Present,Adult Swim,,,,,
Teenage Fairytale Dropouts,,26,"Australia, Mexico",2012,2013,Seven Network,,,,,
Teenage Mutant Ninja Turtles,10,193,"US, Japan",1987,1996,Syndication,CBS,,,,
Teenage Mutant Ninja Turtles,,156,United States,2003,2010,4Kids TV,,,,,
Teenage Mutant Ninja Turtles,5,124,United States,2012,2017,Nickelodeon,,,,,
Ten-Year-Old Tom,1,10,United States,2021,Present,HBO Max,,,,,
Tender Touches,3,15,United States,2017,2020,Adult Swim,,,,,
The 7D,,44,United States,2014,2016,Disney XD,,,,,
The Addams Family,2,21,US,1992,1993,ABC,,,,,
The Adventures of Blinky Bill,3,78,Australia,1993,1995,ABC,,,,,
The Adventures of Bottle Top Bill and His Best Friend Corky,,26,Australia,2005,2009,ABC2,,,,,
The Adventures of Chico and Guapo,,5,United States,2006,2006,MTV2,,,,,
The Adventures of Chuck and Friends,2,39,"Canada, United States",2010,2012,The Hub,Discovery Kids,,,,
The Adventures of Don Coyote and Sancho Panda,2,26,US,1990,1991,Syndication,,,,,
The Adventures of Hello Kitty & Friends,,52,"Hong Kong, Japan",2008,2008,TVB Jade,,,,,
The Adventures of Hyperman,1,13,US,1995,1996,CBS,,,,,
The Adventures of Jimmy Neutron: Boy Genius,3,61,United States,2002,2006,Nickelodeon,,,,,
The Adventures of Kid Danger,1,12,United States,2018,2018,Nickelodeon,,,,,
The Adventures of Little Carp,,52,China,2006,2007,CCTV,,,,,
The Adventures of Napkin Man!,3,60,Canada,2013,2014,CBC Television,,,,,
The Adventures of Paddington,1,18[30],"France, Britain",2019,Present,Nickelodeon,,,,,
The Adventures of Paddington Bear,3,39,"Canada, France",1997,2000,Teletoon,,,,,
The Adventures of Puss in Boots,6,77,United States,2015,2018,Netflix,Discovery Kids (Latin American),,,,
The Adventures of Raggedy Ann and Andy,1,13,US,1988,1990,CBS,,,,,
The Adventures of Rocky and Bullwinkle,1,26,United States,2018,2019,Amazon Video,,,,,
The Adventures of Sam,1,13,Australia,1997,1997,ABC Television,,,,,
The Adventures of Sam,1,13,Australia,1999,1999,ABC Television,,,,,
The Adventures of Sam & Max: Freelance Police,1,24,"Canada, US",1997,1998,Fox Kids,YTV,,,,
The Adventures of Super Mario Bros. 3,1,26,"Canada, US",1990,1990,NBC,,,,,
The Adventures of T-Rex,1,52,"US, Japan",1992,1993,Syndication,,,,,
The Adventures of Teddy Ruxpin,2,65,US,1987,1987,Syndication,,,,,
The Adventures of Tintin,3,39,"Canada, France",1991,1992,Global Television Network,,,,,
The Amazing Spiez!,,52,"Canada, France",2009,2012,TF1,Teletoon,,,,
The Amazing World of Gumball,6,240,"Britain, United States",2011,2019,Cartoon Network,,,,,
The Ambiguously Gay Duo,1,12,US,1996,2011,ABC,NBC,,,,
The Angry Beavers,4,63,US,1997,2001,Nickelodeon,,,,,
The Animal Shelf,4,52,UK,1997,2000,CITV,,,,,
The Animals of Farthing Wood,3,39,UK,1993,1995,BBC,,,,,
The Avengers: Earth's Mightiest Heroes,2,52,United States,2010,2013,Disney XD,,,,,
The Avengers: United They Stand,1,13,US,1999,2000,Fox Kids,,,,,
The Awesomes,3,30,United States,2013,2015,Hulu,,,,,
The Babaloos,1,65,"Canada, France",1995,1996,CBC Television,,,,,
The Baby Huey Show,1,26,US,1994,1995,Syndication,,,,,
The Backyardigans,,80,"Canada, United States",2004,2013,Nickelodeon,Treehouse TV,,,,
The Bagel and Becky Show,,26,"Canada, Britain",2016,2017,Teletoon,,,,,
The Barefoot Bandits,,10,"Australia, New Zealand",2014,2018,Eleven,,,,,
The Baskervilles,2,26,Canada,1999,2001,Teletoon,,,,,
The Batman,,65,United States,2004,2008,Kids' WB,,,,,
The Beachbuds,1,52,Canada,2022,Present,Disney+ / Discovery Kids,,,,,
The Beano All-Stars,1,26,UK,1993,1994,Direct-to-Video,,,,,
"The BeatBuds, Let’s Jam!",1,10,"United States, France",2021,Present,Nickelodeon / Paramount+,,,,,
The Bellflower Bunnies,3,52,"Canada, France",2001,2010,TF1,,,,,
The Berenstain Bears,3,40,Canada,2003,2004,Treehouse,PBS Kids,,,,
The Big Knights,1,13,UK,1999,2000,BBC One,,,,,
The Blobs,1,26,UK,1997,1997,CITV,,,,,
The Bob Clampett Show,2,26,United States,2000,2001,Cartoon Network,,,,,
The Boondocks (2005),4,55,"United States, South Korea (season 4)",2005,2014,Cartoon Network (Adult Swim),Teletoon (Teletoon at Night),,,,
The Boss Baby: Back in Business,4,49,Germany,2018,2020,ARD,,,,,
The Boss Baby: Back in the Crib,1,12,United States,2022,Present,Netflix,,,,,
The Bots Master,1,40,"US, France",1993,1995,YTV,Syndication,,,,
The Boy,,26,Canada,2004,2005,YTV,,,,,
The Boys Presents: Diabolical,1,8,United States,2022,Present,Amazon Prime Video,,,,,
The Brak Show,3,30,United States,2001,2003,Adult Swim,,,,,
The Brak Show,3,30,United States,2007,2007,Adult Swim,,,,,
The Brothers Flub,1,26,US,1999,2000,Nickelodeon,,,,,
The Brothers Grunt,1,31,"US, Canada",1994,1995,MTV,,,,,
The Bumble Nums,3,51,Canada,2017,Present,YouTube,,,,,
The Busy World of Richard Scarry,5,65,"US, Canada, France",1994,1997,Showtime,Nickelodeon,,,,
The Buzz on Maggie,1,21,United States,2005,2006,Disney Channel,,,,,
The California Raisin Show,1,13,US,1989,1989,CBS,,,,,
The Caribou Kitchen,1,52,UK,1995,1998,CITV,,,,,
The Casagrandes,,25[31],United States,2019,Present,Nickelodeon,,,,,
The Cat in the Hat Knows a Lot About That!,3,80,"Canada, UK, United States",2010,2018,Treehouse TV,PBS Kids,,,,
The Cat&Birdy Warneroonie PinkyBrainy Big Cartoonie Show,1,39,US,1999,2000,Kids' WB,,,,,
The Champions,4,25,United States,2018,Present,YouTube,,,,,
The Charlie Show,,52,Brazil,2019,Present,Discovery Kids (Brazil),,,,,
The Chica Show,2,26,United States,2012,2015,Sprout,,,,,
The Chicken Squad,1,29,United States,2021,2022,Disney Junior,,,,,
The Chuck Jones Show,1,6,United States,2001,2003,Cartoon Network,,,,,
The Cleveland Show,,88,United States,2009,2013,Fox,,,,,
The Comic Strip,1,65,US,1987,1987,Syndication,,,,,
The Completely Mental Misadventures of Ed Grimley,1,13,US,1988,1988,NBC,,,,,
The Country Mouse and the City Mouse Adventures,2,52,"Canada, France",1998,1999,HBO Family,,,,,
The Cramp Twins,2,53,"Britain, United States",2002,2006,FoxBox/4Kids TV,Cartoon Network,,,,
The Creature Cases,1,12,United States,2022,Present,Netflix,,,,,
The Critic,2,23,US,1994,1995,ABC,Fox,,,,
The Croods: Family Tree,3,19,United States,2021,Present,Hulu,Peacock,,,,
The Cuphead Show,2,25,"Canada, United States",2022,Present,Netflix,,,,,
The Daltons,2,191,France,2010,2015,France 3,,,,,
The DaVincibles,1,52,"Italy, Australia, United States",2011,2011,Seven Network,Rai Fiction,,,,
The Day My Butt Went Psycho!,2,40,"Australia, Canada",2013,2015,Nine Network (Australia),Teletoon (Canada),,,,
The Deep,4,65,"Australia, Canada",2015,Present,Family Chrgd (Canada),7TWO (Australia),Discovery Kids (Latin American),,,
The Deerskins,2,26,Canada,2013,2014,APTN Kids,,,,,
The Dick & Paula Celebrity Special,1,7,US,1999,1999,FX,,,,,
The Dog & Pony Show,1,23,Canada,2020,Present,Treehouse TV,,,,,
The Doodled GoodParents,10,172,"Canada, USA",2006,2022,PBS,CBC,Discovery,YouTube,,
The Doozers,2,72,"Canada, United States",2013,2014,Hulu,Discovery Kids,,,,
The Dr. Binocs Show,6,305,India,2015,Present,YouTube,,,,,
The Dragon Prince,3,27,United States,2018,Present,Netflix,,,,,
The Dreaming Girl,1,26,China,2005,2005,CCTV,,,,,
The Dreamstone,4,52,UK,1990,1995,CITV,,,,,
The Drinky Crow Show,,11,United States,2008,2009,Adult Swim,,,,,
The Dukes of Broxstonia,3,30,Australia,2010,2013,ABC3,,,,,
The Emperor's New School,2,52,United States,2006,2008,Disney Channel,,,,,
The Enchanted World of Brambly Hedge,1,8,UK,1996,2000,BBC,,,,,
The Epic Tales of Captain Underpants,4,45,United States,2018,2020,Netflix,,,,,
The Fairly OddParents,10,172,United States,2001,2017,Nickelodeon,Nicktoons,,,,
The Fairly OddParents: Fairly Odder,1,13,United States,2022,Present,Paramount+,,,,,
The Fantastic Voyages of Sinbad the Sailor,1,26,US,1996,1998,Cartoon Network,,,,,
The Fixies,,139,Russia,2010,2022,Karusel,,,,,
The Flamin' Thongs,,26,Australia,2014,2014,ABC3,,,,,
The Forgotten Toys,1,28,UK,1995,1996,CITV,,,,,
The Foxbusters,2,26,UK,1999,2000,CITV,,,,,
The Freak Brothers,1,8,United States,2021,Present,Tubi,,,,,
The Frog Show,,78,France,2003,2003,M6,,,,,
The Fruitties,1,56,Spain,1987,1989,TVE,,,,,
The Fungies!,3,80,United States,2020,2021,HBO Max,,,,,
The Further Adventures of SuperTed,1,13,"US, UK",1989,1990,Syndication,,,,,
The Future Is Wild,,26,Canada,2007,2008,Discovery Kids,Teletoon,,,,
The Garfield Show,5,109,"France, United States",2009,2016,France 3,Cartoon Network,Boomerang,,,
The Ghost and Molly McGee,1,20,United States,2021,Present,Disney Channel,,,,,
The Gnoufs,,52,France,2004,2004,France 3,,,,,
The Goode Family,,13,United States,2009,2009,ABC,,,,,
The Great North,2,33,United States,2021,Present,Fox,,,,,
The Grim Adventures of Billy & Mandy,,78,United States,2001,2007,Cartoon Network,,,,,
The Guardians of Justice,1,7,United States,2022,Present,Netflix,,,,,
The Happos Family,,20,Italy,2016,2016,Boomerang,,,,,
The Harper House,1,10,United States,2021,2021,Paramount+,,,,,
The Haunted House,4,81,South Korea,2016,Present,Tooniverse,,,,,
The Head,2,14,US,1994,1996,MTV,,,,,
The Heroic Quest of the Valiant Prince Ivandoe,1,10,"Denmark, United Kingdom",2017,2017,Cartoon Network Nordic (Denmark),YouTube (United Kingdom),,,,
The High Fructose Adventures of Annoying Orange,2,60,United States,2012,2014,Cartoon Network,,,,,
The Hive,2,78,UK,2010,2016,CITV,Disney Junior,,,,
The Hollow,,20,Canada,2018,2020,Netflix,,,,,
The Hoobs,5,250,Britain,2001,2002,Channel 4,,,,,
The Hot Rod Dogs and Cool Car Cats,2,26,UK,1995,1996,CITV,,,,,
The Impossible Quiz Book,4,41,"Britain, Canada",2008,2010,E4,YTV,,,,
The Incredible Hulk,2,21,US,1996,1997,UPN,,,,,
The Ink and Paint Club,,60,US,1997,1998,Disney Channel,,,,,
The Insectibles,1,52,United States,2015,2015,Discovery Kids (Latin American),Pop (British),,,,
The Jellies!,2,20,United States,2017,2019,Adult Swim,,,,,
The Judy Show,1,70,US,1999,1999,Hanna-Barbera,,,,,
The Jungle Book,2,104,India,2010,2020,TF1,ZDF,Pakapaka,Discovery Kids,,
The Jungle Bunch: To the Rescue!,3,104,"France, UK",2013,2020,France 3,Ludo,Boomerang,Pakapaka,Sprout,Nat Geo Kids
The Karate Kid,1,13,US,1989,1989,NBC,,,,,
The Kids from Room 402,2,52,"Canada, US",1999,2000,Teletoon,Fox Family Channel,,,,
The Koala Brothers,,90,"Australia, Britain",2003,2007,ABC,CBeebies,Playhouse Disney,Discovery Kids,,
The Lampies,1,52,Britain,2001,2001,BBC2,,,,,
The Land Before Time,,26,United States,2007,2008,Cartoon Network,,,,,
The Last Kids on Earth,,11[33],"Canada, United States",2019,Present,Netflix,,,,,
The Legend of Calamity Jane,1,13,"France, US",1997,1997,Kids' WB,,,,,
The Legend of Korra,4,52,United States,2012,2014,Nickelodeon,,,,,
The Legend of Prince Valiant,2,65,US,1991,1994,The Family Channel,,,,,
The Legend of Qin,,100,China,2007,Present,,,,,,
The Legend of Rayman,,58,United States,2003,2009,Nickelodeon,,,,,
The Legend of Tarzan,2,39,United States,2021,2003,ABC,,,,,
The Legend of Vox Machina,1,12,United States,2022,Present,Amazon Prime Video,,,,,
The Legend of White Fang,1,26,"Canada, France",1992,1994,Family Channel,,,,,
The Legend of Zelda,1,13,US,1989,1989,Syndication,,,,,
The Legends of Treasure Island,2,26,UK,1993,1995,CITV,,,,,
The Liberator,1,4,United States,2020,2020,Netflix,,,,,
The Life & Times of Tim,,30,United States,2008,2012,HBO,,,,,
The Life and Times of Juniper Lee,3,40,United States,2005,2007,Cartoon Network,,,,,
The Likeaballs,,26,Britain,2006,2006,BBC One,CBBC,,,,
The Lingo Show,,30,Britain,2012,2013,CBeebies,,,,,
The Lion Guard,3,74,United States,2016,2019,Disney Junior,,,,,
The Lionhearts,1,13,US,1998,1998,UPN,,,,,
The Little Flying Bears,1,39,"Canada, Croatia",1990,1991,Syndication,,,,,
The Little Lulu Show,3,52,"US, Canada",1995,1999,HBO Family,,,,,
The Little Mermaid,3,31,US,1992,1994,CBS,,,,,
The Little Polar Bear,1,21,"UK, Germany",1992,1992,BBC TV,,,,,
The Little Witches,1,26,"France, Spain",1997,1999,TF1,,,,,
The Looney Tunes Show,2,52,United States,2011,2014,Cartoon Network,,,,,
The Loud House,5,129,United States,2016,Present,Nickelodeon,,,,,
The Magic House,,52,UK,1994,1996,ITV,,,,,
The Magic Key,1,26,Britain,2000,2001,CBeebies,,,,,
The Magic Roundabout,2,52,Britain,2007,2010,Nickelodeon UK,,,,,
The Magic School Bus,4,52,"US, Canada",1994,1997,PBS,,,,,
The Magic School Bus Rides Again,2,26,"Canada, United States",2017,2018,Netflix,,,,,
The Magical Adventures of Quasimodo,1,26,"Canada, France, US",1996,1996,Family Channel,,,,,
The Magician,1,39,France,1997,1998,France 2,,,,,
The Marvelous Misadventures of Flapjack,3,92,United States,2008,2010,Cartoon Network,,,,,
The Mask: Animated Series,3,54,US,1995,1997,CBS,,,,,
The Maxx,1,13,US,1995,1995,MTV,,,,,
The Midnight Gospel,1,8,United States,2020,2020,Netflix,,,,,
The Mighty B!,2,40,United States,2008,2011,Nickelodeon,Nicktoons,,,,
The Mighty Ones,2,20,United States,2020,2021,Hulu,Peacock,,,,
The Misfortune of Being Ned,2,20,United States,2013,2014,YouTube,,,,,
The Morph Files,1,13,UK,1995,1995,BBC,,,,,
The Mouse and the Monster,1,13,US,1996,1997,UPN,,,,,
The Moxy Show,1,24,US,1993,2000,Cartoon Network,,,,,
The Mozart Band,1,26,Spain,1995,1995,TVE2,,,,,
The Mr. Men Show,,52,"Britain, United States",2008,2009,Channel 5,Cartoon Network,,,,
The Mr. Peabody & Sherman Show,4,52,United States,2015,2017,Netflix,,,,,
The Mummy: The Animated Series,2,26,United States,2001,2003,Kids' WB,,,,,
The Mysteries of Providence,1,26,France,2002,2002,TF1,,,,,
The Mysterious Cities of Gold,,26,"Belgium, France",2012,2013,TF1,La Trois,,,,
The Neverending Story: The Animated Adventures of Bastian Balthazar Bux,1,26,"Germany, Canada, France",1995,1996,HBO,,,,,
The New Adventures of Beany and Cecil,1,8,US,1988,1988,ABC,,,,,
The New Adventures of Captain Planet,6,113,US,1993,1995,TBS,,,,,
The New Adventures of Hanuman,2,52,India,2010,2011,Pogo TV,,,,,
The New Adventures of He-Man,1,65,US,1990,1991,Syndication,,,,,
The New Adventures of Lucky Luke,1,52,France,2001,2003,France 3,,,,,
The New Adventures of Nanoboy,,26,"Canada, Singapore",2008,2008,,,,,,
The New Adventures of Ocean Girl,1,26,Australia,2000,2000,Network Ten,,,,,
The New Adventures of Peter Pan,,26,"France, India",2012,2012,France 3,,,,,
The New Adventures of Speed Racer,1,13,US,1993,1994,Syndication,,,,,
The New Adventures of Winnie the Pooh,4,83,US,1988,1991,The Disney Channel,ABC,,,,
The New Adventures of Zorro,2,26,US,1997,1998,Syndication,,,,,
The New Archies,1,14,US,1987,1989,NBC,,,,,
The New Batman Adventures,2,24,US,1997,1999,Kids' WB,,,,,
The New Show of Mr Tíron,,179,United States,2005,Present,Abel Studios channel,,,,,
The New Woody Woodpecker Show,3,53,US,1999,2002,Fox Kids,,,,,
The New Yogi Bear Show,1,45,US,1988,1988,Syndication,,,,,
The Nudnik Show,1,12,Czechoslovakia,1991,1991,Cartoon Network,,,,,
The Numtums,,77,Britain,2012,2014,CBeebies,,,,,
The Nutshack,,16,United States,2007,2011,Myx TV,,,,,
The Oblongs,2,13,United States,2001,2002,Adult Swim,,,,,
The Octonauts,4,104,"UK, Ireland",2010,2021,CBeebies,Discovery Kids,,,,
The Oddbods Show,3,147,"Singapore, United Kingdom",2016,Present,Boomerang,Disney Channel,YouTube,,,
The Ollie & Moon Show,,52,France,2017,Present,Sprout,Universal Kids,Discovery Kids,,,
The Olympic Adventures of Fuwa,,100,China,2007,2007,,,,,,
The Owl House,2,40,United States,2020,Present,Disney Channel,,,,,
The Oz Kids,1,9,US,1996,1996,ABC,Direct-to-video,,,,
The Patrick Star Show,1,18,United States,2021,Present,Nickelodeon,,,,,
The Paz Show,,80,"Canada, Britain",2003,2006,Discovery Kids,,,,,
The Penguins of Madagascar,3,149,United States,2008,2015,Nickelodeon,Nicktoons,,,,
The Pink Panther,2,60,US,1993,1995,Syndication,,,,,
The Pinky and Perky Show,,52,"France, Britain",2008,2008,CBBC,,,,,
The Pirates of Dark Water,2,21,US,1991,1993,Syndication,ABC,,,,
The PJs,3,46,US,1999,2001,Fox,The WB,,,,
The Plucky Duck Show,1,13,US,1992,1992,Fox Kids,,,,,
The Poddington Peas,1,13,UK,1989,1989,BBC One,,,,,
The Pole,1,6,United States,2021,Present,Syfy,,,,,
The Polos,,52,Canada,2019,Present,Discovery Family,,,,,
The Pondles,1,13,UK,1987,1987,CITV,Nickelodeon,,,,
The Popeye Show,1,45,United States,2001,2002,Cartoon Network,,,,,
The Power Team,1,26,US,1990,1992,USA Network,,,,,
The Powerpuff Girls,6,78,US,1998,2005,Cartoon Network,,,,,
The Powerpuff Girls (2016),,78,United States,2016,2019,Cartoon Network,,,,,
The Prince,1,13,United States,2021,2021,HBO Max,,,,,
The Prince of Atlantis,1,26,UK,1997,1997,BBC1,,,,,
The Problem Solverz,2,26,United States,2011,2013,Cartoon Network,,,,,
The Proud Family,2,53,United States,2001,2005,Disney Channel,,,,,
The Proud Family: Louder and Prouder,1,10,United States,2022,Present,Disney+,,,,,
The Qpiz,,52,Italy,2010,2011,Rai Gulp,,,,,
The Ratties,1,26,UK,1988,1988,ITV,,,,,
The Real Adventures of Jonny Quest,2,52,US,1996,1997,Cartoon Network,,,,,
The Remarkable Mr. King,1,7[34],Canada,2019,Present,Treehouse,,,,,
The Ren & Stimpy Show,5,52,US,1991,1996,Nickelodeon,,,,,
The Replacements,,52,United States,2006,2009,Disney Channel,ABC Kids,,,,
The Ricky Gervais Show,3,39,"UK, United States",2010,2012,HBO,,,,,
The Ripping Friends,1,13,"Canada, United States",2001,2002,Fox Kids,,,,,
The Rocketeer,,,United States,2019,2020,Disney Junior,,,,,
The Rubbish World of Dave Spud,,26,Britain,2019,2021,CITV,,,,,
The Savage Dragon,2,26,"US, Canada",1995,1996,USA Network,,,,,
The Save-Ums!,,61,Canada,2003,2006,CBC Television,Discovery Kids,,,,
The Secret Files of the Spy Dogs,2,22,US,1998,1999,Fox Kids,,,,,
The Secret Saturdays,,36,United States,2008,2010,Cartoon Network,,,,,
The Secret Show,,52,Britain,2006,2010,CBBC,,,,,
The Secret World of Benjamin Bear,,52,Canada,2003,2009,Family Channel,,,,,
The Secret World of Santa Claus,1,26,Canada,1999,1999,Teletoon,Super RTL,,,,
The Shivering Truth,2,12,United States,2018,2020,Adult Swim,,,,,
The Shnookums and Meat Funny Cartoon Show,1,13,US,1995,1995,Syndication,,,,,
The Shoe People,2,26,UK,1987,1988,CITV,,,,,
The Silver Brumby,3,39,Australia,1994,1998,Network Ten,,,,,
The Simpsons,33,722,US,1989,Present,Fox,,,,,
The Skinner Boys: Guardians of the Lost Secrets,,52,Australia,2014,2017,9Go!,,,,,
The Smoggies,1,52,"Canada, France",1988,1991,Antenne 2,Radio-Canada,,,,
The Smurfs,1,52,"Belgium, United States",2021,Present,Nickelodeon,,,,,
The Snoopy Show,2,19,United States,2021,Present,Apple TV+,,,,,
The Spectacular Spider-Man,2,26,United States,2008,2009,The CW,,,,,
The Spooktacular New Adventures of Casper,4,52,US,1996,1998,Fox Kids,,,,,
The Spooky Sisters,,13,Britain,2004,2004,,,,,,
The Stanley Dynamic,2,52,Canada,2015,2017,YTV,,,,,
The Stinky & Dirty Show,,26,"Britain, Ireland",2016,2019,Amazon Video,,,,,
The Strange Chores,,26,Australia,2019,Present,ABC Me,,,,,
The Studio K Show,,13,Canada,2017,Present,CBC Kids,,,,,
The Summoner,1,6,United States,2021,Present,Syfy,,,,,
The Super Hero Squad Show,,52,United States,2009,2011,Cartoon Network,,,,,
The Super Mario Bros. Super Show!,1,65,US,1989,1990,Syndication,,,,,
The Sylvester & Tweety Mysteries,5,52,US,1995,2000,Kids' WB,,,,,
The Terrible Thunderlizards,1,36,"US, Canada",1993,1997,Fox Kids,YTV,,,,
The Tex Avery Show,,99,US,1996,2002,Cartoon Network,,,,,
The Three Friends and Jerry,3,39,"Sweden, UK",1998,1999,Disney Channel,Nickelodeon,,,,
The Tick,3,36,US,1994,1996,Fox Kids,,,,,
The Tiny Chef Show,TBA,TBA,United States,2022,2022,Nickelodeon,,,,,
The Tofus,,26,"Canada, France",2004,2007,Jetix,France 3,Teletoon,,,
The Tom and Jerry Show,,117,United States,2014,2021,Cartoon Network (2014–2018),Boomerang (2019–2021),,,,
The Treacle People,1,13,UK,1996,1997,CITV,,,,,
The Triplets,2,104,Spain,1994,2003,Teletoon,Disney Junior,,,,
The Twins of Destiny,1,52,France,1991,1991,TF1,,,,,
The Twisted Tales of Felix the Cat,2,21,US,1995,1997,CBS,,,,,
The Twisted Timeline of Sammy and Raj,1,20,India,2021,2021,Nickelodeon,,,,,
The Twisted Whiskers Show,1,52,"Canada, United States",2010,2010,The Hub (United States),Teletoon (Canada),,,,
The Unstoppable Yellow Yeti,1,50,"Finland, France",2022,Present,Disney Channel,Yle Areena,,,,
The Untouchables of Elliot Mouse,1,26,Spain,1997,1997,Channel 4,,,,,
The VeggieTales Show,1,8,United States,2019,Present,TBNWTIU,,,,,
The Venture Bros.,7,81,United States,2004,2018,Adult Swim,,,,,
The Wacky Adventures of Ronald McDonald,1,6,US,1998,2003,Direct-to-Video,,,,,
The Wacky World of Tex Avery,1,65,"France, US",1997,1997,Syndication,M6,,,,
The Way Things Work,TBA,TBA,UK,2002,2002,CBBC,,,,,
The Weekenders,4,39,United States,2000,2004,Toon Disney,,,,,
The Why Why Family,1,26,"France, US",1996,1996,Fox Kids,,,,,
The Wild Adventures of Blinky Bill,,26,Australia,2016,2017,7TWO,,,,,
The Wild Thornberrys,5,91,US,1998,2004,Nickelodeon,,,,,
The Wizard of Oz,1,13,US,1990,1990,ABC,,,,,
The Wombles,3,52,"UK, Canada",1997,1998,CITV,,,,,
The Wonderful World of Mickey Mouse,1,22,United States,2020,Present,Disney+,,,,,
The World of Peter Rabbit and Friends,1,9,UK,1992,1995,BBC1 (1992–96)BBC Two (1998),,,,,
The World of Tosh,1,26,Sweden,2002,2003,SVT1,SVT2,,,,
The WotWots,,78,New Zealand,2009,2011,TV2,,,,,
The Wrong Coast,,13,"Canada, United States",2003,2005,The Movie Network,,,,,
The X's,,20,United States,2005,2006,Nickelodeon,,,,,
The Zeta Project,2,26,United States,2001,2002,The WB,,,,,
The ZhuZhus,,26,"Canada, United States",2016,2017,Disney Channel,YTV,,,,
The Zimmer Twins,,30,Canada,2005,2005,Teletoon,,,,,
The Zula Patrol,,52,United States,2005,2009,PBS Kids,,,,,
Theodore Tugboat,5,130,Canada,1993,2001,CBC Television,,,,,
"This Is America, Charlie Brown",1,12,US,1988,1989,CBS,,,,,
This is Chukpa,,52,Vietman,2020,2020,,,,,,
This Just In!,,6,United States,2004,2004,Spike,,,,,
Thomas & Friends: All Engines Go!,1,37,"United States, Canada",2021,Present,Cartoonito / Netflix,,,,,
Those Scurvy Rascals,,26,Britain,2005,2006,Nickelodeon,,,,,
Three Delivery,,28,"Canada, United States",2008,2009,YTV,Nicktoons Network,,,,
Thunderbirds Are Go,3,78,"United Kingdom, New Zealand, Australia",2015,2020,ITV,CITV,,,,
ThunderCats (2011),1,26,"Japan, United States",2011,2012,Cartoon Network,,,,,
ThunderCats Roar,1,40,United States,2020,2020,Cartoon Network,,,,,
Tickety Toc,,52,"South Korea, Britain",2012,2015,EBS,Nick Jr.,,,,
Tig 'N' Seek,4,80,United States,2020,2022,HBO Max,,,,,
TigerSharks,1,26,US,1987,1987,Syndication,,,,,
Tigtone,2,20,United States,2019,2020,Adult Swim,,,,,
Time Cracks,,12,Australia,2004,2004,ABC,,,,,
Time Jam: Valerian & Laureline,,40,"France, Japan",2007,2008,,,,,,
Time Squad,2,26,United States,2001,2003,Cartoon Network,,,,,
Time Traveler Luke,1,52,South Korea,2020,2021,KBS1,,,,,
Time Warp Trio,,26,"Canada, United States",2005,2006,Discovery Kids,NBC,,,,
Timmy Time,,82,Britain,2009,2012,CBeebies,,,,,
Timon & Pumbaa,3,86,US,1995,1999,Syndication,CBS,Toon Disney,,,
Timothy Goes to School,2,26,"Canada, Hong Kong",2000,2001,PBS Kids,,,,,
Tinga Tinga Tales,2,52,"UK, Kenya",2010,2011,CBeebies,,,,,
Tinga Tinga Tales,2,52,"Kenya, UK",2011,2013,CBeebies,,,,,
Tiny Planets,1,64,"Britain, United States",2001,2002,ABC,Nick Jr.,,,,
Tiny Toon Adventures,3,98,US,1990,1995,Syndication,Fox Kids,,,,
Tiny Toons Looniversity,TBA,TBA,United States,2022,2022,Cartoon Network / HBO Max,,,,,
Tish Tash,1,52,"Britain, South Korea",2020,Present,EBS1 (South Korea),CBeebies (United Kingdom),,,,
Titan Maximum,,9,United States,2009,2009,Adult Swim,,,,,
Titeuf,5,78,France,2001,2001,Canal J,,,,,
Toad Patrol,2,26,Canada,1999,2002,Teletoon,,,,,
Toby's Travelling Circus,,52,Britain,2012,2013,Milkshake!,,,,,
Toca Life Stories,1,42,United States,2020,Present,YouTube,,,,,
ToddWorld,,78,"Canada, United States",2004,2006,Discovery Kids,,,,,
Tom & Jerry Kids,4,65,US,1990,1994,Fox Kids,,,,,
Tom and Jerry in New York,2,13,United States,2021,Present,HBO Max,,,,,
Tom and Jerry Special Shorts,1,2,United States,2021,2021,HBO Max,,,,,
Tom and Jerry Tales,2,26,"Canada, United States",2006,2008,Kids' WB,,,,,
Tom Goes to the Mayor,,30,United States,2004,2006,Adult Swim,,,,,
Tommy & Oscar,2,52,Italian,2000,2002,Rai 1,,,,,
Toon In With Me,1,220,United States,2021,Present,MeTV,,,,,
Tooned,,20,Britain,2012,2013,Sky Sports F1,,,,,
ToonHeads,1,102,US,1992,2003,Cartoon Network,,,,,
Tooning Out the News,2,120,United States,2020,Present,Paramount+,,,,,
ToonMarty,1,20,Canada,2017,2017,Teletoon,,,,,
Toonsylvania,2,19,US,1998,1999,Fox Kids,,,,,
Toopy and Binoo,2,32,Canada,2005,2006,Treehouse TV,,,,,
Toot & Puddle,,26,"Canada, United States",2008,2009,Treehouse TV,,,,,
